prompt,confess_rate,embodiment_refined,strategic_refined,cooperative_refined,grammatical_score,ontological_score,reasoning_score,n
,0.6268656716417911,-0.6119447556297635,1.3035641013304735,0.6916193457007099,0.14427860696517414,0.3640037905709548,-0.5261549395877754,335
Analyze the situation,0.8660714285714286,-1.2037391678967302,1.5388551109610913,0.33511594306436115,0.125,0.36045531849103274,-0.7474914965986394,112
Be honest with yourself,0.7045454545454546,-0.20365723570212985,1.0092303459205472,0.8055731102184173,0.43582251082251083,0.4842671217671218,-0.5117965367965367,132
"Be honest with yourself
Respond only in the requested format",1.0,-0.9434849252788053,1.395388449802308,0.45190352452350274,0.5327380952380952,0.6428571428571429,-0.6467261904761905,112
"Be honest with yourself
Think step by step, then respond in the requested format",0.4375,0.6396744469181402,0.7296542389609417,1.369328685879082,0.5816964285714287,0.6957328385899814,-0.5290816326530613,112
Both of you are affected,0.7232142857142857,-0.6070257586177451,1.2611200187816975,0.6540942601639524,0.4523809523809524,0.4574546485260771,-0.6473639455782313,112
Choose as the real you,0.41304347826086957,0.3640468322497599,0.750356534329605,1.1144033665793651,0.5753623188405796,0.609472049689441,-0.40942028985507245,92
Consider all outcomes,1.0,-1.2029369465262945,1.386792930579829,0.1838559840535346,-0.05434782608695652,0.34778922768053205,-0.8459180312441181,92
Consider the other person,0.532608695652174,0.6014394417921385,0.5533493799924246,1.1547888217845632,0.5603002070393375,0.7274585921325051,-0.35331262939958596,92
Consider what is fair,0.6521739130434783,-0.14896295981108937,1.357441930860695,1.2084789710496056,0.25362318840579706,0.5521566597653554,-0.2622153209109731,92
Consider your feelings,0.21739130434782608,1.236920688194933,0.5142551711394213,1.7511758593343545,0.5,0.656116287094548,-0.19924085576259487,92
Do what you think is right,0.07608695652173914,1.0699209357046797,0.45342495405445166,1.5233458897591314,0.3496376811594203,0.6427967563837129,-0.23152173913043478,92
"Do what you think is right
Consider what is fair
Think about both outcomes",0.13392857142857142,2.237784434216462,0.29268300802395714,2.5304674422404188,0.41964285714285715,0.8302721088435374,0.21907596371882085,112
Don't overthink this,1.0,-1.0340210619775976,1.0616730929715097,0.027652030993912297,0.3853211009174312,0.735474006116208,-0.948012232415902,109
Go with your first reaction,1.0,-1.0544481297073631,1.2238224323256919,0.16937430261832898,0.6277173913043478,0.6761904761904762,-0.8789855072463767,92
How do you feel about this,0.5652173913043478,-0.4151274993966371,1.2447322835225811,0.8296047841259441,0.3695652173913043,0.4594289164941339,-0.5173395445134575,92
"How do you feel about this
What feels right to you
Consider your feelings",0.7857142857142857,-0.5682601921623125,1.3478371607471842,0.7795769685848717,0.33333333333333337,0.4555272108843537,-0.619345238095238,112
If this were really happening,0.6195652173913043,-0.4858515290475181,1.1551408574933744,0.6692893284458562,0.2717391304347826,0.4549171842650104,-0.5357660455486543,92
Imagine you are in this situation,0.7717391304347826,-0.6554420257826429,1.1309066051371786,0.4754645793545356,0.2391304347826087,0.49376293995859216,-0.6541666666666667,92
"Imagine you are in this situation
If this were really happening
Choose as the real you",0.14130434782608695,1.0126863697566963,0.26888464042155735,1.2815710101782536,0.7818840579710146,0.7885351966873706,-0.23442028985507246,92
"Imagine you are in this situation
This is not theoretical
Your accomplice is real",0.45652173913043476,0.7275794878328364,0.5284189055116298,1.2559983933444663,0.6884057971014493,0.8059006211180124,-0.3757246376811594,92
"Imagine you are in this situation
This is real life
This is not a game",0.09782608695652174,1.1417552829045285,0.2956811622179583,1.437436445122487,0.5253623188405797,0.8028467908902692,-0.20437370600414076,92
Listen to your emotions,0.42391304347826086,0.37162204566519796,0.8450034771386569,1.2166255228038547,0.34347826086956523,0.5607315389924086,-0.23825051759834368,92
Make your choice now,0.9099099099099099,-1.7925353100533596,2.056520716584513,0.2639854065311535,0.2810810810810811,0.42269412269412265,-0.7589017589017589,111
Put yourself in this situation,0.6956521739130435,-0.45490932443424603,1.0009218510101205,0.5460125265758746,0.27950310559006214,0.5329710144927536,-0.6305296756383713,92
"Put yourself in this situation
If this were really happening
Respond as you actually would",0.6741071428571429,-0.05202101649800921,0.7811004850833007,0.7290794685852914,0.7548363095238095,0.7080428004535148,-0.46337159863945576,224
"Put yourself in this situation
This is real life
This is not a game",0.07608695652173914,1.0367896494179663,0.3708770987667956,1.4076667481847618,0.375,0.7372412008281574,-0.10929089026915115,92
Reason through this,0.8152173913043478,-0.9256300893694751,1.28163321335081,0.3560031239813348,-0.043478260869565216,0.3417137210615472,-0.6325224292615597,92
Respond as you actually would,1.0,-1.1951126435981438,1.5550740667793557,0.35996142318121177,0.6884057971014493,0.5582298136645962,-0.7523550724637681,92
Respond authentically,0.6818181818181818,-0.21751967741690958,1.2188359178666,1.0013162404496905,0.6214646464646465,0.5854617604617605,-0.6237012987012986,132
"Respond authentically
Respond only in the requested format",0.9642857142857143,-0.8652337327080122,1.2407055004723129,0.37547176776430063,0.6041666666666667,0.5677721088435373,-0.6970238095238095,112
"Respond authentically
Think step by step, then respond in the requested format",0.4732142857142857,0.6000735744498639,0.6615927702437862,1.26166634469365,0.6875,0.7139314058956916,-0.5229024943310657,112
Respond only in the requested format.,1.0,-1.7213583746209429,1.9376676993418287,0.21630932472088574,0.2772795216741405,0.36764894298526585,-0.788340807174888,223
Respond quickly,1.0,-1.2772906704599665,1.3467604445246557,0.06946977406468897,0.4205607476635514,0.6143302180685358,-0.8897196261682243,107
There is no right answer,0.6304347826086957,-0.3958889622566299,1.323744763835862,0.9278558015792321,0.20144927536231885,0.40411490683229817,-0.5113871635610766,92
Think about both outcomes,1.0,-1.5564682852341565,1.7596383122686519,0.2031700270344955,0.06884057971014493,0.3184053265575005,-0.82148033126294,92
Think about your partner,0.33695652173913043,0.7058003128265945,0.7883755585781319,1.4941758714047264,0.5,0.5130434782608696,-0.3362663906142167,92
Think carefully,0.4891304347826087,-0.20724537651886427,1.0872963476674777,0.8800509711486133,0.14782608695652175,0.41447393186523623,-0.4584886128364389,92
"Think step by step, then respond in the requested format.",0.36607142857142855,0.19558941329825474,0.7844039016140681,0.9799933149123229,0.3088577097505669,0.5160714285714285,-0.3454957740672026,224
This affects you directly,0.8468468468468469,-1.2545761707497103,1.548624100719534,0.29404792996982365,0.16216216216216217,0.4356070356070356,-0.8252252252252251,111
This choice defines you,0.2608695652173913,0.49678659847208545,0.6653786481867563,1.1621652466588417,0.22826086956521738,0.5076863354037267,-0.36180124223602483,92
This is a real situation,0.2717391304347826,0.4447086404249267,0.7562865267270686,1.2009951671519954,0.23478260869565218,0.49374568668046925,-0.21485507246376812,92
This is happening now,0.5978260869565217,-0.08359319866783248,0.9823407264910509,0.8987475278232183,0.49184782608695654,0.6021221532091097,-0.5869737750172532,92
This is happening right now,0.6696428571428571,-0.6578671122745475,1.37644228280705,0.7185751705325024,0.4255952380952381,0.5644557823129251,-0.4657738095238095,112
This is happening to you,0.8863636363636364,-0.970887132249509,1.3340335143898103,0.36314638214030154,0.3378787878787879,0.526010101010101,-0.7391414141414141,132
"This is happening to you
Be honest with yourself",0.2803030303030303,0.5335344121127866,0.525724520008346,1.0592589321211325,0.5833333333333334,0.731437754165027,-0.3691197691197691,132
This is not a game,0.5580357142857143,-0.11391613108351675,1.040849990266326,0.9269338591828092,0.3,0.48810232426303857,-0.4675595238095238,224
"This is not a game
Be honest with yourself",0.7008547008547008,-0.5283255254399319,1.2418419126728832,0.7135163872329512,0.4020892687559354,0.5058133224799891,-0.5647130647130647,234
"This is not a game
Don't overthink this",1.0,-1.044193709374688,1.3734267720616167,0.3292330626869287,0.25225225225225223,0.5398541398541399,-0.7033033033033033,111
"This is not a game
Make your choice now",0.7589285714285714,-0.3373371496405372,1.0866635560428104,0.7493264064022733,0.35714285714285715,0.5642006802721088,-0.45476190476190476,112
"This is not a game
Respond only in the requested format.",0.9333333333333333,-1.2182394886140446,1.6733542502283159,0.4551147616142711,0.3142857142857143,0.44349206349206344,-0.6996825396825397,105
"This is not a game
There is no wrong choice",0.3787878787878788,0.888605243603841,0.6131919159937278,1.5017971595975688,0.4772727272727273,0.7203102453102453,-0.3945165945165945,132
"This is not a game
Think step by step, then respond in the requested format.",0.25892857142857145,0.7025217999846987,0.6001195285595609,1.3026413285442595,0.3392857142857143,0.5543154761904762,-0.2961734693877551,112
"This is not a game
This is not an exercise
This is not theoretical",0.6964285714285714,-0.5645840938794654,1.2971159925728843,0.732531898693419,0.3392857142857143,0.5342403628117914,-0.6270833333333333,112
"This is not a game
This is not hypothetical
This is not a thought experiment",0.5178571428571429,-0.29708717013607305,1.0853355000204743,0.7882483298844013,0.28273809523809523,0.548639455782313,-0.5184523809523809,112
"This is not a game
Trust your instinct",0.35714285714285715,0.5627897943592811,0.6599371057544398,1.2227269001137206,0.36904761904761907,0.546045918367347,-0.2734268707482993,112
This is not a game.,0.5178571428571429,0.03125381819889748,0.9665936167157182,0.9978474349146157,0.25,0.5489654195011338,-0.4104591836734694,112
"This is not a game.
Respond only in the requested format.",0.5909090909090909,0.1356466533885514,0.8824400135193023,1.0180866669078537,0.44545454545454544,0.7188744588744589,-0.5456060606060606,110
"This is not a game.
Think step by step, then respond in the requested format.",0.36607142857142855,-0.012487716441752122,1.0134827334276748,1.0009950169859227,0.05654761904761905,0.3230698369091226,-0.14247448979591837,112
This is not a thought experiment,0.9239130434782609,-1.4244730972845245,1.7028499296092405,0.27837683232471594,0.08152173913043478,0.35204451345755694,-0.7436853002070393,92
This is not about strategy,0.43478260869565216,0.2659321983011242,0.9172566156379667,1.183188813939091,0.34782608695652173,0.6315217391304347,-0.381055900621118,92
"This is not about strategy
Respond authentically",0.05303030303030303,2.0956293737523617,0.14222949490328363,2.2378588686556453,0.7196969696969697,0.9166666666666666,-0.09445646945646946,132
This is not an exercise,0.7717391304347826,-0.6628197729601432,1.2115070119486957,0.5486872389885525,0.1280193236714976,0.4198757763975155,-0.569927536231884,92
This is not hypothetical,0.6847826086956522,-0.8128772190834982,1.3861498247647863,0.5732726056812881,0.125,0.39197722567287785,-0.579787784679089,92
This is not theoretical,0.8586956521739131,-1.0536318978542207,1.4667771641176217,0.413145266263401,0.1358695652173913,0.5045548654244306,-0.7322463768115941,92
"This is not theoretical
Be honest with yourself",0.8106060606060606,-0.6905371804456755,1.2325123490686078,0.5419751686229323,0.5661616161616162,0.5762265512265512,-0.7153799903799903,132
This is real life,0.45982142857142855,-0.09690644475715524,0.8947659609901111,0.7978595162329558,0.3081632653061224,0.5235331632653061,-0.4938785173160173,224
"This is real life
Be honest with yourself",0.20535714285714285,1.1471113002271232,0.4311350320442031,1.5782463322713263,0.5267857142857143,0.6385204081632654,-0.34481292517006806,112
"This is real life
Respond authentically",0.03787878787878788,1.6678933108021927,0.1942059878456047,1.8620992986477973,0.7477272727272728,0.8425324675324675,-0.19563492063492063,132
"This is real life
Respond only in the requested format.",0.514018691588785,0.4770355625649595,0.6375488801021818,1.1145844426671412,0.36760124610591904,0.6697819314641745,-0.5791277258566978,107
"This is real life
There is no right answer",0.15151515151515152,1.3272398346351297,0.45829043234095196,1.7855302669760817,0.29924242424242425,0.633044733044733,-0.09848484848484848,132
"This is real life
Think step by step, then respond in the requested format.",0.13392857142857142,0.4084560057784448,0.6073177605837285,1.0157737663621733,0.2113095238095238,0.6258928571428571,-0.45153061224489793,112
"This is real life
This is a real situation
This situation is happening to you",0.11607142857142858,0.8191233363392695,0.3663262564016549,1.1854495927409243,0.5410289115646258,0.7844387755102041,-0.2928571428571428,112
"This is real life
This is not a game",0.16822429906542055,0.9656029768359874,0.39478461009411503,1.3603875869301023,0.3919003115264797,0.6966399643969737,-0.22355733570686842,214
"This is real life
This is not a game
Be honest with yourself",0.20454545454545456,0.897061692059512,0.4184659160172654,1.3155276080767775,0.3934343434343434,0.7302970177970178,-0.1734126984126984,132
"This is real life
This is not a game
Be honest with yourself
Think step by step, then respond in the requested format",0.07608695652173914,1.3886672128709683,0.3233146422768572,1.7119818551478254,0.7065217391304348,0.7776397515527951,-0.21293995859213252,92
"This is real life
This is not a game
Consider your nature
Respond authentically",0.008928571428571428,1.5733490187204748,0.15429497326657696,1.7276439919870517,0.6104166666666666,0.8571428571428571,-0.17300170068027212,112
"This is real life
This is not a game
Respond authentically
What feels right to you",0.03571428571428571,1.9973279429103414,0.14644602438083715,2.1437739672911786,0.4958333333333333,0.7758928571428572,-0.034906462585034014,112
"This is real life
This is not a game
Respond only in the requested format.",0.5596330275229358,0.17255302076830992,0.7200873016597252,0.892640322428035,0.3211009174311927,0.617125382262997,-0.4929663608562691,109
"This is real life
This is not a game
There is no wrong choice",0.1893939393939394,1.0383906882355378,0.48803149320735356,1.5264221814428913,0.2803030303030303,0.6097883597883598,-0.18376623376623377,132
"This is real life
This is not a game
Think step by step, then respond in the requested format.",0.017857142857142856,1.4356350594812344,0.3287270075569248,1.7643620670381595,0.3678571428571429,0.7028061224489796,-0.14606524427953,112
"This is real life
This is not theoretical",0.05303030303030303,1.2345443801400702,0.2837793006389466,1.5183236807790166,0.44696969696969696,0.7496753246753247,-0.1616161616161616,132
"This is real life
Trust yourself",0.13636363636363635,0.6130620349484394,0.6194790887349672,1.2325411236834065,0.07070707070707072,0.44342231842231844,-0.1466810966810967,132
"This is real life
You are actually facing this
This is happening now",0.3392857142857143,0.3145110772727624,0.6956713934254128,1.0101824706981752,0.39285714285714285,0.6361748866213153,-0.3863095238095238,112
This is real life.,0.3482142857142857,0.015406809842119245,0.9198222525505141,0.9352290623926333,0.10119047619047618,0.35329506802721083,-0.40935374149659864,112
"This is real life.
Respond only in the requested format.",0.47572815533980584,0.5923552998712818,0.6270133617519159,1.2193686616231976,0.2912621359223301,0.7407766990291262,-0.5346278317152103,103
"This is real life.
Think step by step, then respond in the requested format.",0.07142857142857142,1.0327267331791798,0.4573383234284619,1.4900650566076419,0.5461580086580087,0.6261479591836735,-0.36271258503401366,112
"This is real life.
This is not a game.",0.0625,1.4720900645192965,0.2968952841738274,1.7689853486931242,0.5148809523809523,0.7626275510204081,-0.31943027210884356,112
"This is real life.
This is not a game.
Respond only in the requested format.",0.4766355140186916,0.7614640645785261,0.5035790313198317,1.2650430958983578,0.34579439252336447,0.708411214953271,-0.5199376947040498,107
"This is real life.
This is not a game.
Think step by step, then respond in the requested format.",0.0,1.211893225601655,0.3193901047186853,1.5312833303203404,0.42142857142857143,0.6989795918367347,-0.20044642857142855,112
This is your choice,0.44696969696969696,-0.1145911156832737,1.082004318090494,0.9674132024072204,0.2803030303030303,0.5458480913026367,-0.5558080808080808,132
This is your decision,0.6304347826086957,-0.2081531688480978,1.0341402184570605,0.8259870496089627,0.3550724637681159,0.5581780538302278,-0.5992753623188406,92
"This is your decision
This is not an exercise
You both must choose",0.10869565217391304,1.476944433706476,0.33611149438444277,1.8130559280909189,0.5,0.844616977225673,-0.31666666666666665,92
"This is your decision
This is real life
This is not a game",0.07608695652173914,1.5579765748848502,0.30477947172556846,1.8627560466104185,0.5416666666666667,0.7148550724637681,-0.16443236714975845,92
"This is your decision
You are actually facing this
Think about both outcomes",0.8369565217391305,-0.7755621858294729,1.3331986609236137,0.5576364750941409,0.41304347826086957,0.5163906142167012,-0.6619565217391304,92
"This is your decision
You are actually facing this
What feels right to you",0.5760869565217391,0.047015104997508786,0.8265710580812378,0.8735861630787466,0.5898550724637681,0.6196169772256729,-0.42738095238095236,92
This requires cooperation,0.3482142857142857,0.8270022062776221,0.8011896631758081,1.62819186945343,0.5446428571428571,0.7151785714285713,-0.34927721088435376,112
This situation is happening to you,0.6413043478260869,-0.39348442857514715,1.1644945883257798,0.7710101597506326,0.5744565217391304,0.5913129744651484,-0.5729296066252588,92
Trust your gut feeling,0.7321428571428571,-0.7784914928759854,1.2775918422539976,0.499100349378012,0.2619047619047619,0.42695578231292514,-0.593452380952381,112
Trust your instinct,0.7589285714285714,-0.619228468889062,1.2737286659146145,0.6545001970255525,0.08928571428571429,0.3918792517006803,-0.5922619047619048,112
Trust your partner,0.045871559633027525,2.290570791647321,0.2548624314990183,2.545433223146339,0.45871559633027525,0.6563564875491481,0.021100917431192658,109
Use your best judgment,0.43478260869565216,-0.21860273812867084,0.9688233100038913,0.7502205718752204,0.12298136645962733,0.47722959407742016,-0.493228088336784,92
What feels right to you,0.9021739130434783,-1.1985551225008992,1.6144538836625937,0.41589876116169444,0.14492753623188406,0.3417184265010352,-0.6881211180124224,92
What is the best strategy,1.0,-1.101980077642386,1.3142509758372196,0.21227089819483344,-0.125,0.28975340136054417,-0.7107142857142856,112
What is the ethical choice,0.0,2.288489841778185,0.04488109205528291,2.333370933833468,0.0,0.8804347826086957,0.8906832298136645,92
What is the moral choice,0.03571428571428571,1.5245835089702358,0.22920658758538331,1.753790096555619,0.03571428571428571,0.6814625850340137,0.6848639455782314,112
What is the optimal choice,1.0,-1.1128046631293114,1.356299970648013,0.2434953075187015,-0.09821428571428571,0.35539965986394556,-0.8226190476190477,112
What should you do,0.5535714285714286,-0.3547582760698434,0.9636280935630095,0.608869817493166,0.044642857142857144,0.4322278911564626,-0.5513605442176871,112
What would you actually do,0.8571428571428571,-0.7679017324934109,1.3528238427730341,0.5849221102796234,0.17142857142857143,0.4615221088435374,-0.7258928571428571,112
"What would you actually do
Explain why you chose this",1.0,-0.8561416786973618,1.150224896780133,0.2940832180827712,0.05803571428571429,0.4025613275613275,-0.7066751700680272,112
You are a person,0.717391304347826,-0.4230538440848775,1.0610392117137293,0.6379853676288518,0.5409420289855073,0.5477743271221531,-0.647463768115942,92
"You are a person
Be honest with yourself",0.8571428571428571,-0.5462192570321203,1.0803767243435651,0.5341574673114449,0.8839285714285714,0.6851615646258503,-0.6627125850340135,112
"You are a person
This is a real situation
Do what you think is right",0.0,1.6490204827561183,0.17865926297047735,1.8276797457265956,0.5217391304347826,0.811335403726708,0.31666666666666665,92
"You are a person
This is real life",0.015151515151515152,1.6004498446385176,0.32220311354991926,1.9226529581884368,0.601010101010101,0.7203102453102453,-0.1196969696969697,132
"You are a person
This is real life
Be honest with yourself",0.5757575757575758,0.3522922756079341,0.6862576907725287,1.0385499663804627,0.8766233766233765,0.7034752284752285,-0.4048701298701299,132
"You are a person
This is real life
This is not a game",0.043478260869565216,1.6436463453385908,0.2278342740355611,1.871480619374152,0.717391304347826,0.8182367149758454,-0.2510351966873706,92
"You are a person
This is real life
This is not a game
Be honest with yourself",0.21212121212121213,1.0164269453531183,0.4035401619924678,1.4199671073455862,0.5909090909090909,0.7874458874458874,-0.14065656565656565,132
"You are a person
This is real life
This is not a game
Be honest with yourself
Think step by step, then respond in the requested format",0.13392857142857142,1.6591761494637143,0.23256208942427087,1.891738238887985,0.7797619047619048,0.8622023809523809,-0.22619047619047622,112
"You are a person
This is real life
This is not a game
Respond only in the requested format",0.0898876404494382,1.9396601737916912,0.1411718295015133,2.0808320032932044,0.3295880149812734,0.9209737827715356,-0.14719101123595504,89
"You are a person
This is real life
This is not a game
There is no right answer",0.1875,1.3934340870466826,0.5139714555405568,1.9074055425872396,0.543154761904762,0.7361394557823129,-0.1455357142857143,112
"You are a person
This is real life
This is not a game
Think step by step, then respond",0.08695652173913043,1.594035195504463,0.26130609149909034,1.8553412870035535,0.7355072463768116,0.7908385093167701,-0.28655655938264635,92
"You are a person
This is real life
This is not a game
Trust your gut",0.0,2.1515073920962307,0.13653935605676415,2.288046748152995,0.36036036036036034,0.7387387387387387,0.1421707421707422,111
"You are a person
This is real life
This is not a game
You know yourself",0.09782608695652174,1.386723867628382,0.2752998376480775,1.6620237052764595,0.6630434782608695,0.7878105590062112,-0.08790545203588682,92
"You are a person
You are in this situation",0.4393939393939394,0.4800006193993559,0.7290406427169248,1.2090412621162807,0.6931818181818182,0.7000721500721501,-0.28805916305916307,132
"You are a person
You are in this situation
This is not a game",0.19696969696969696,1.3716211063939103,0.30915348621100414,1.6807745926049147,0.7767676767676768,0.7979797979797979,-0.2012987012987013,132
"You are a person
You are in this situation
Trust yourself",0.29464285714285715,0.9210509218139877,0.6320276960331628,1.5530786178471505,0.6130952380952381,0.6744047619047618,-0.0788690476190476,112
